P_NAME,P_DETECTION,P_MASS,P_RADIUS,P_FLUX,P_TEMP_SURF,P_PERIOD,P_DISTANCE,P_DENSITY,P_GRAVITY,P_ESI
Kepler-219 d,Transit,19.1,2.81,22.123926,,47.903645,0.272,0.86082408,2.4189157,0.27192483
Kepler-1134 b,Transit,7.46,2.64,25.98704,840.24608,17.13264,0.1242,0.40544042,1.0703627,0.27189708
Kepler-1822 b,Transit,7.5,2.648,25.815081,,22.1334,0.1416,0.40393113,1.0696096,0.27182588
Kepler-1077 b,Transit,8.1,2.77,22.969307,,34.351187,0.2101,0.38110593,1.0556634,0.27181437
Kepler-948 b,Transit,4.08,1.85,138.6872,,7.7684662,0.0749,0.64438434,1.192111,0.27181047
HD 3167 b,Transit,4.97,1.67,1664.8969,2009.2773,0.959641,0.01796,1.0671046,1.7820646,0.27179353
Kepler-563 b,Transit,9.75,3.09,17.891532,759.16876,22.184327,0.1418,0.33046782,1.0211456,0.27178426
Kepler-188 b,Transit,3.46,1.68,1056.0878,1200.4038,2.061897,0.032,0.72970657,1.225907,0.27178329
24 Sex c,Radial Velocity,273.32,13.9,3.5232974,,883,2.167464,0.1017717,1.4146266,0.271731
Kepler-1148 b,Transit,3.5,1.69,833.07538,,1.1044635,0.0188,0.72511674,1.2254473,0.27164394
Kepler-653 b,Transit,4.46,1.95,91.793451,1978.0011,14.70749,0.1197,0.60149362,1.1729126,0.27162378
Kepler-1893 b,Transit,3.55,1.706,569.03493,,4.1793699,0.0504,0.71497569,1.2197485,0.27162343
Kepler-114 d,Transit,3.9,2.53,29.566183,,11.776,0.08358,0.24082582,0.60928932,0.27155051
TOI-2180 b,Transit,875.61726,11.321,3.9957032,,260.79,0.88415698,0.60347592,6.8319508,0.27154701
Kepler-1964 b,Transit,3.83,1.781,225.57359,,2.44083,0.0322,0.6779646,1.2074549,0.27154566
Kepler-349 c,Transit,4.5,1.96,89.252708,491.02809,12.247629,0.105,0.59764639,1.1713869,0.27152306
Kepler-1320 b,Transit,3.53,1.7,702.46516,,0.86838653,0.0163,0.71850193,1.2214533,0.2714613
Kepler-1070 b,Transit,3.64,1.73,401.35949,,6.2216147,0.0693,0.70301254,1.2162117,0.27144469
Kepler-50 b,Transit,8.9,1.71,579.45345,,7.81254,0.077,1.7799249,3.0436716,0.2713846
K2-265 b,Transit,6.54,1.71,581.74512,,2.369172,0.033879105,1.3079448,2.2365856,0.27137533
Kepler-924 b,Transit,9.64,3.07,18.263331,,61.037012,0.3359,0.33316695,1.0228225,0.27136961
Kepler-1241 b,Transit,7.41,2.63,26.569726,,18.55257,0.1336,0.40733428,1.0712892,0.27136807
Kepler-195 b,Transit,4.78,2.03,72.44669,,8.307872,0.077,0.5713994,1.1599408,0.27135903
K2-53 b,Transit,7.27,2.6,27.450348,,12.20772,0.098,0.41363223,1.0754438,0.2713448
HD 235088 b,Transit,4.84,2.045,69.556065,1420.128,7.4341393,0.072,0.56593353,1.1573341,0.2713412
Kepler-1600 c,Transit,4.43,1.942,96.507609,,7.2980499,0.0689,0.60486165,1.1746413,0.27132995
HD 21411 b,Radial Velocity,65.9,9.52,4.5127702,,84.288,0.39096,0.076379106,0.72712909,0.27132083
Kepler-848 b,Transit,3.53,1.7,757.41693,971.60245,6.9113442,0.072,0.71850193,1.2214533,0.27132033
Kepler-514 b,Transit,3.61,1.72,493.29488,,5.651796,0.0676,0.70945011,1.2202542,0.27130486
Kepler-110 b,Transit,4.01,1.83,164.90448,1088.9234,12.691112,0.107,0.65432137,1.1974081,0.27128475
KOI-1599.02,Transit,9,1.9,115.16562,,13.6088,0.1123003,1.3121446,2.4930748,0.27124191
CoRoT-7 b,Transit,4.07661,1.681,1775.3543,,0.85359163,0.017016,0.85821485,1.4426592,0.27120979
Kepler-110 c,Transit,5.52,2.21,48.158131,657.43508,31.719775,0.198,0.51140181,1.130198,0.27117415
Kepler-273 c,Transit,4.58,1.98,85.576453,948.92068,8.014927,0.073,0.59002431,1.1682481,0.27113789
Kepler-758 c,Transit,3.5,1.69,1221.871,1317.0184,4.7579399,0.0547,0.72511674,1.2254473,0.27112184
Wolf 503 b,Transit,6.27,2.043,70.823008,1336.6625,6.00127,0.061897545,0.7352964,1.5022105,0.27110936
Kepler-1818 b,Transit,3.58,1.714,602.94073,,4.6449099,0.055,0.71096885,1.2186006,0.27109705
Kepler-1336 c,Transit,3.57,1.71,662.12698,,5.7772121,0.0631,0.71396987,1.2208885,0.27109083
K2-376 b,Transit,3.66,1.736,414.7019,,5.776475,0.061042454,0.6995712,1.2144556,0.27104013
Kepler-1845 b,Transit,6.52,2.438,33.737544,,11.6065,0.0885,0.4499316,1.0969332,0.27092099
Kepler-1880 b,Transit,5.13,2.117,59.321549,2372.0831,6.3092198,0.054,0.54069803,1.1446577,0.27088822
Kepler-601 b,Transit,4.27,1.9,119.0211,1137.9554,5.3788684,0.056,0.62253973,1.1828255,0.27086898
Kepler-614 b,Transit,6.3,2.39,36.21255,,14.034915,0.1027,0.46147358,1.1029219,0.27078052
Kepler-619 c,Transit,3.5,1.69,1801.5029,,1.208465,0.0225,0.72511674,1.2254473,0.27076164
K2-417 b,Transit,699.2225,3.31,15.824096,1209.931,6.535,0.063,19.281083,63.820383,0.27074226
Kepler-1468 b,Transit,3.64,1.73,508.81029,1052.5279,8.2398487,0.0817,0.70301254,1.2162117,0.27072925
Kepler-1350 b,Transit,6.9,2.52,30.556239,1040.6534,4.4968604,0.0413,0.43116894,1.0865457,0.27071063
Kepler-850 b,Transit,3.82,1.78,269.06309,792.20127,7.1930388,0.0744,0.67733475,1.2056559,0.27062832
Kepler-305 e,Transit,3.87,1.794,237.16697,703.55316,3.20538,0.0399,0.67026054,1.2024474,0.27060503
Kepler-1723 b,Transit,8.65,2.88,21.380659,,39.752899,0.2249,0.36210844,1.0428723,0.27060465
Kepler-321 b,Transit,3.78,1.77,302.16927,,4.915379,0.057,0.68166658,1.2065498,0.27057506
Kepler-237 c,Transit,4.98,2.08,66.142911,,8.103636,0.071,0.55340023,1.1510725,0.27052492
K2-243 c,Transit,4.7,2.01,80.963662,944.74915,24.94598,0.1817,0.5787749,1.1633375,0.27048446
Kepler-294 b,Transit,3.78,1.77,308.68642,971.93643,3.701212,0.048,0.68166658,1.2065498,0.27048052
Kepler-1167 b,Transit,3.57,1.71,950.43824,1549.4285,1.0039337,0.0175,0.71396987,1.2208885,0.27046578
Kepler-1002 b,Transit,3.57,1.71,996.41852,1518.981,4.3364293,0.0564,0.71396987,1.2208885,0.27039951
K2-131 b,Transit,7.9,1.69,3788.3344,744.693,0.3693038,0.00936,1.6366921,2.7660096,0.27036319
Kepler-1255 b,Transit,5.99,2.32,40.921324,,36.291934,0.2226,0.47969243,1.1128864,0.2702955
Kepler-356 c,Transit,3.93,1.81,218.57693,,13.121632,0.115,0.66276082,1.1995971,0.27028851
Kepler-1093 b,Transit,4.46,1.95,101.57812,,25.082463,0.1685,0.60149362,1.1729126,0.27024276
Kepler-133 b,Transit,3.75,1.76,373.11595,,8.129976,0.083,0.68784924,1.2106147,0.27021884
Kepler-857 b,Transit,37.2,6.8,6.0353974,971.54981,85.351294,0.3751,0.11830857,0.80449827,0.2702105
KOI-94 b,Transit,10.5,1.71,1187.5287,,3.743208,0.052789688,2.0999114,3.5908485,0.27017899
Kepler-344 b,Transit,7.32,2.61,27.900831,,21.963945,0.153,0.41170824,1.0745585,0.27017613
Kepler-244 c,Transit,4.86,2.05,73.275956,,9.767292,0.087,0.56412414,1.1564545,0.270141
Kepler-947 b,Transit,5.82,2.28,44.114619,1203.3428,26.964432,0.1773,0.49104178,1.1195753,0.27007107
Kepler-1153 b,Transit,3.64,1.73,677.70464,,1.7558353,0.0277,0.70301254,1.2162117,0.27006252
Kepler-20 b,Transit,9.7,1.773,329.32109,1283.5013,3.6961049,0.045807241,1.7403858,3.085704,0.27005684
Kepler-166 d,Transit,3.64,1.73,680.97283,1071.9386,1.5540039,0.0246,0.70301254,1.2162117,0.27005288
Kepler-1195 b,Transit,4.98,2.08,67.94019,,8.4964224,0.0726,0.55340023,1.1510725,0.27000848
K2-206 b,Transit,8.22,2.795,23.288087,807.44785,18.294549,0.12558365,0.37646654,1.052224,0.26999619
Kepler-958 b,Transit,4.9,2.06,71.964914,961.55397,9.7678805,0.0852,0.56052427,1.15468,0.26995651
HD 39194 c,Radial Velocity,6.3,2.39,37.199531,,14.03,0.10422137,0.46147358,1.1029219,0.26987945
Kepler-1307 b,Transit,6.66,2.47,33.28075,811.26483,18.016211,0.1369,0.44196041,1.0916422,0.26986868
TOI-1064 c,Transit,2.5,2.651,26.900284,,12.226574,0.094655091,0.13418712,0.35573005,0.26984246
Kepler-594 b,Transit,5.39,2.18,54.06849,,13.646182,0.1089,0.52025862,1.1341638,0.26980328
Kepler-733 b,Transit,8.35,2.82,22.89379,2274.0574,20.834247,0.1483,0.37233953,1.0499975,0.26972826
Kepler-1751 b,Transit,3.98,1.824,214.3088,,7.0173101,0.0712,0.65585611,1.1962815,0.26971013
HD 128311 b,Radial Velocity,562.24127,13.5,0.27469632,,453.019,1.1337605,0.22851853,3.0850001,0.26961476
Kepler-1516 b,Transit,3.71,1.75,541.69037,,7.2593198,0.0718,0.6922449,1.2114286,0.26958128
Kepler-366 c,Transit,3.86,1.79,309.1823,625.2563,12.51616,0.11,0.67302037,1.2047065,0.2694789
Kepler-751 b,Transit,6.62,2.46,34.134481,521.98523,17.444906,0.1263,0.44468519,1.0939256,0.26943625
TOI-2427 b,Transit,3.89,1.8,280.08978,,1.3060011,0.0202,0.6670096,1.2006173,0.26943415
Kepler-272 c,Transit,97.8,1.79,312.853,,6.057342,0.061,17.052174,30.523392,0.26942762
Kepler-33 b,Transit,3.68,1.74,784.91506,,5.66793,0.0677,0.69855414,1.2154842,0.26929614
Kepler-1954 b,Transit,3.9,1.802,283.94875,,5.88343,0.0625,0.66650014,1.2010333,0.26926891
Kepler-161 c,Transit,11.8,2.05,77.264887,806.58004,7.06424,0.068,1.3696841,2.8078525,0.26922609
Kepler-1856 b,Transit,3.66,1.734,1009.539,,1.302,0.0215,0.70199466,1.2172587,0.26920511
Kepler-1032 b,Transit,4.16,1.87,169.81873,,3.2901179,0.0361,0.63616315,1.1896251,0.2690377
Kepler-1884 b,Transit,3.95,1.814,265.02484,,8.9883204,0.0845,0.66173674,1.2003904,0.26900881
Kepler-305 d,Transit,9.1,2.71,25.788689,,16.738661,0.121,0.45722874,1.2390899,0.26900716
Kepler-1522 b,Transit,3.64,1.73,1490.0987,1339.4207,1.8478892,0.0288,0.70301254,1.2162117,0.26896596
Kepler-361 c,Transit,6.9,2.52,31.971093,2062.7158,55.188023,0.3,0.43116894,1.0865457,0.26896373
HD 20329 b,Transit,7.42,1.72,3455.0552,994.65816,0.926118,0.018,1.4582049,2.5081125,0.26893498
HD 125595 b,Radial Velocity,6.3566,2.4,37.741576,968.32299,9.6737,0.08,0.4598235,1.1035764,0.26891624
Kepler-85 b,Transit,4.54,1.97,104.6026,,8.306,0.0766,0.59382322,1.1698317,0.26885435
Kepler-528 b,Transit,4.98,2.08,72.473296,,19.782974,0.1409,0.55340023,1.1510725,0.26881796
Kepler-772 b,Transit,3.97,1.82,260.26817,2288.4884,12.992073,0.1071,0.65853118,1.1985267,0.26880177
Kepler-1189 b,Transit,3.78,1.77,503.92539,,3.7885898,0.0467,0.68166658,1.2065498,0.26877991
Kepler-881 b,Transit,3.82,1.78,432.63519,,4.4444802,0.0552,0.67733475,1.2056559,0.2687273
Kepler-79 e,Transit,4.1,3.49,14.752196,,81.0659,0.38602779,0.096451187,0.33661464,0.26865511
Kepler-238 b,Transit,3.64,1.73,2328.3173,,2.090876,0.034,0.70301254,1.2162117,0.26863626
EPIC 212587672 c,Transit,5.99,2.32,43.303975,,23.228555,0.15875818,0.47969243,1.1128864,0.26862097
EPIC 220674823 b,Transit,8.21,1.725,4324.2715,1222.0664,0.571292,0.01326,1.5994691,2.7590842,0.26861068
HD 184010 d,Radial Velocity,143.02278,14.3,3.5513833,1055.3112,836.4,1.92,0.048909937,0.6994121,0.26860006
Kepler-240 c,Transit,102.3,2.2,54.643255,,7.953528,0.074,9.607438,21.136364,0.26855268
Kepler-825 c,Transit,4.04,1.84,228.83184,,8.1818246,0.0759,0.64852675,1.1932892,0.26851032
Kepler-153 b,Transit,8.85,2.92,21.518925,1830.2218,18.870227,0.129,0.35546326,1.0379527,0.26850851
HD 28109 d,Transit,5.681,3.25,16.980225,1731.1189,84.25999,0.41253405,0.16549112,0.53784615,0.26850051
Kepler-82 d,Transit,3.78,1.77,564.99183,,2.382961,0.034,0.68166658,1.2065498,0.26848884
Kepler-1336 b,Transit,4.58,1.98,103.62836,,23.198681,0.1595,0.59002431,1.1682481,0.26846631
TOI-913 b,Transit,6.59,2.453,35.460514,886.31119,11.098644,0.091122891,0.4464705,1.0951921,0.26843716
Kepler-822 b,Transit,3.78,1.77,582.37881,1228.3166,3.2229693,0.0412,0.68166658,1.2065498,0.2684171
Kepler-755 b,Transit,3.75,1.76,762.38168,755.48502,1.2690904,0.0214,0.68784924,1.2106147,0.26836095
Kepler-1534 b,Transit,4.23,1.89,162.98452,1271.5615,5.7166887,0.0599,0.62654888,1.1841774,0.26835986
K2-352 c,Transit,4.35,1.92,137.70617,,8.234885,0.079254386,0.61459012,1.180013,0.268345
Kepler-1052 b,Transit,8.91,2.93,21.438221,,34.853828,0.2046,0.35422144,1.0378688,0.26827226
Kepler-48 b,Transit,3.94,1.88,176.82043,1511.7105,4.778,0.053918,0.59295628,1.1147578,0.26822269
Kepler-711 b,Transit,11.5,3.41,15.521566,1161.8996,23.589144,0.1429,0.29002451,0.98898358,0.26815563
Kepler-1125 b,Transit,4.04,1.84,244.12947,1463.5918,17.670064,0.1348,0.64852675,1.1932892,0.26814234
HD 196050 b,Radial Velocity,1493.7935,12.9,0.2644677,,1392,2.703,0.6958593,8.976585,0.26811884
Kepler-966 b,Transit,16,4.13,11.202454,852.87066,99.747622,0.3907,0.22712756,0.93803681,0.26810956
K2-159 b,Transit,5.73,2.26,49.29253,1074.2491,12.42205,0.1013,0.49639718,1.1218576,0.268074
Kepler-29 c,Transit,4.5,2.34,42.711115,,13.28613,0.1087,0.35120844,0.82182774,0.26803583
Kepler-1375 b,Transit,3.68,1.74,2991.9766,886.41206,3.3004192,0.0471,0.69855414,1.2154842,0.26801524
Kepler-946 b,Transit,4.38,1.93,135.60152,,11.791626,0.1002,0.60925932,1.1758705,0.2679895
Kepler-265 b,Transit,4.12,1.86,212.47206,1196.0073,6.846262,0.069,0.64026297,1.1908891,0.26795834
Kepler-1679 b,Transit,4.93,2.069,79.117087,,9.75376,0.0892,0.55662851,1.1516644,0.26787147
Kepler-771 b,Transit,3.97,1.82,318.67269,,8.7348584,0.0843,0.65853118,1.1985267,0.26785268
Kepler-209 b,Transit,5.73,2.26,49.920662,,16.087845,0.122,0.49639718,1.1218576,0.2677522
Kepler-904 b,Transit,3.78,1.77,819.83771,,3.0216686,0.0417,0.68166658,1.2065498,0.26774158
HD 14067 b,Radial Velocity,4862.7746,12.2,3.9229209,1763.4223,2744,6.2379375,2.6779635,32.671154,0.26772605
Kepler-1382 b,Transit,4.19,1.88,189.35021,,16.358306,0.1404,0.63058041,1.1854912,0.26772251
HD 213885 b,Transit,8.83,1.745,3402.0763,689.81799,1.008035,0.02012,1.6617834,2.899812,0.26771445
TOI-1075 b,Transit,9.95,1.791,534.359,579.34374,0.6047328,0.01159,1.7319539,3.1019294,0.26758479
HIP 74890 b,Radial Velocity,762.792,13.3,3.7293062,1066.9437,822.3,2.105145,0.32422851,4.3122392,0.2675757
Kepler-350 b,Transit,4.08,1.85,247.70417,,11.189562,0.104,0.64438434,1.192111,0.2675617
HD 40307 c,Radial Velocity,6.6,2.46,36.032101,,9.6184,0.08004382,0.44334173,1.0906207,0.26755305
Kepler-417 c,Transit Timing Variations,7.7,2.69,27.226471,680.7752,15.943,0.1194,0.3955796,1.0641091,0.267515
Kepler-59 c,Transit,4.58,1.98,112.01902,,17.980124,0.1372,0.59002431,1.1682481,0.2675148
HD 110067 c,Transit,6.3,2.388,40.25028,,13.673694,0.1039,0.46263404,1.1047701,0.26746318
Kepler-1396 b,Transit,4.94,2.07,80.91506,,18.220642,0.1406,0.55694962,1.1528857,0.26745611
Kepler-1814 c,Transit,3.75,1.76,1763.1803,704.37563,0.62628177,0.0133,0.68784924,1.2106147,0.26734786
Kepler-1225 b,Transit,3.97,1.82,362.1523,,7.0107543,0.0771,0.65853118,1.1985267,0.26734431
HD 13724 c,Radial Velocity,50.85255,8.18,5.2436203,914.64165,142.22895,0.64715487,0.092907939,0.75998694,0.2673027
Kepler-85 c,Transit,20.9,2.18,60.525873,,12.513,0.1007,2.0173293,4.397778,0.26728734
Kepler-599 b,Transit,8.45,2.84,23.625543,844.60043,15.655627,0.1128,0.36889408,1.0476592,0.26727774
HD 110067 d,Transit,8.52,2.852,23.423176,1178.6148,20.519617,0.1362,0.36727472,1.0474675,0.26716808
Kepler-148 b,Transit,3.89,1.8,528.06081,,1.729366,0.028,0.6670096,1.2006173,0.26716771
Kepler-1111 b,Transit,4.66,2,106.89737,787.69806,8.7961786,0.0872,0.5825,1.165,0.26706672
Kepler-164 d,Transit,6.57,2.45,37.095121,,28.986769,0.187,0.44675263,1.0945439,0.26706089
Kepler-1181 c,Transit,4.01,1.83,344.27386,,8.9348489,0.0928,0.65432137,1.1974081,0.26703843
Kepler-1003 b,Transit,3.82,1.78,971.03316,973.63211,3.5548569,0.0444,0.67733475,1.2056559,0.26698849
Kepler-1292 b,Transit,3.97,1.82,413.23067,,3.276464,0.0443,0.65853118,1.1985267,0.2668834
Kepler-1469 b,Transit,8.25,2.8,24.758941,764.79897,21.86353,0.1466,0.37581997,1.0522959,0.26681543
Kepler-31 d,Transit,2161.244,3.9,12.499137,,87.6451,0.4,36.434262,142.09362,0.26654717
Kepler-254 c,Transit,3.2,2.15,68.017615,1013.5217,12.412183,0.105,0.32198423,0.69226609,0.26645845
Kepler-51 c,Transit,4,9,4.8908024,1167.8487,85.312,0.38403763,0.005486968,0.049382716,0.26643203
K2-319 b,Transit,8.2,2.79,25.211669,500.53669,26.68,0.1516,0.37757327,1.0534294,0.26641933
Kepler-761 b,Transit,4.78,2.03,99.994735,939.33232,10.128048,0.0874,0.5713994,1.1599408,0.26639888
Kepler-641 b,Transit,4.08,1.85,317.70368,,9.4896157,0.0879,0.64438434,1.192111,0.26636557
7 CMa b,Radial Velocity,587.9855,13.4,3.7475324,,735.1,1.7611644,0.24437244,3.2745907,0.26636555
Kepler-968 b,Transit,4.66,2,114.05145,868.13978,3.6929837,0.0389,0.5825,1.165,0.26629495
Kepler-135 b,Transit,3.93,1.81,624.95737,1043.6876,6.00253,0.067,0.66276082,1.1995971,0.26627266
Kepler-1823 b,Transit,5,2.086,82.937949,,21.103399,0.1528,0.55084206,1.1490565,0.26625774
GJ 3634 b,Radial Velocity,8.4,2.83,24.357371,555.4094,2.64561,0.02879184,0.37061243,1.0488332,0.26625103
Kepler-971 b,Transit,5.18,2.13,73.449523,,9.5907072,0.0827,0.53603229,1.1417488,0.26606162
Kepler-120 b,Transit,8.5,2.15,69.546395,963.04697,6.312501,0.055,0.85527061,1.8388318,0.26604279
Kepler-523 b,Transit,4.5,1.96,142.90741,1326.9358,5.8359831,0.0606,0.59764639,1.1713869,0.26597557
TOI-238 c,Radial Velocity,6.7,2.18,64.591731,1670.4176,8.465651,0.07975352,0.64670366,1.409814,0.26595683
Kepler-150 e,Transit,9.91,3.12,19.323082,1829.7909,30.826557,0.189,0.32629459,1.0180391,0.26595668
HD 177830 b,Radial Velocity,537.1327,13.5,3.7443178,,410.10001,1.1457,0.21831335,2.9472302,0.26591579
K2-111 b,Transit,5.58,1.82,598.52943,630.3739,5.3518,0.0567825,0.92559294,1.6845792,0.26587049
Kepler-1374 b,Transit,5.86,2.29,50.852773,,10.652767,0.0918,0.4879678,1.1174463,0.26580437
Kepler-235 b,Transit,5.6,2.23,57.755926,572.06775,3.340222,0.037,0.50497914,1.1261035,0.26580221
Kepler-1344 b,Transit,4.04,1.84,433.81377,,4.7683049,0.0568,0.64852675,1.1932892,0.26573015
K2-49 b,Transit,4.38,1.93,176.2313,,2.77065,0.0309,0.60925932,1.1758705,0.26573009
Kepler-80 c,Transit,6.74,2.74,27.073826,,9.52355,0.0792,0.32764852,0.89775694,0.26547887
Kepler-1121 b,Transit,4.31,1.91,211.88419,1096.2531,13.151411,0.1187,0.61855336,1.1814369,0.265463
Kepler-1580 b,Transit,5.1,2.11,80.834165,,56.644928,0.323,0.54290371,1.1455268,0.26545765
Kepler-291 c,Transit,4.19,1.88,278.72331,,5.700786,0.065,0.63058041,1.1854912,0.26545407
TOI-1201 b,Transit,6.28,2.415,41.232171,227.76456,2.4919863,0.0287,0.44586999,1.076776,0.26542094
Kepler-349 b,Transit,94.5,1.9,232.90204,,5.929778,0.065,13.777519,26.177285,0.26539609
TOI-1347 b,Transit,11.1,1.8,1906.1303,598.0179,0.84742346,0.016979454,1.9032922,3.4259259,0.26531084
Kepler-1021 b,Transit,6.04,2.33,48.190222,,13.474696,0.1034,0.47749538,1.1125642,0.26520208
Kepler-1769 b,Transit,18.2,4.465,10.320661,,89.193497,0.3987,0.20445936,0.91291105,0.26519546
HD 93385 b,Radial Velocity,4.2,1.88,294.93544,,7.3426,0.078889545,0.63208538,1.1883205,0.26518935
Kepler-372 c,Transit,5.02,2.09,88.299564,,20.053763,0.154,0.54987612,1.1492411,0.26510489
Kepler-1691 b,Transit,4.02,1.835,610.64612,,3.8482,0.0495,0.65060568,1.1938614,0.2650781
Kepler-1991 c,Transit,7.13,2.57,33.400525,1004.5165,22.790204,0.1528,0.42003953,1.0795016,0.26498108
Kepler-179 c,Transit,4.66,2,128.71823,913.11718,6.40013,0.064,0.5825,1.165,0.26497867
Kepler-638 b,Transit,4.01,1.83,852.24771,1642.1021,6.0797289,0.0632,0.65432137,1.1974081,0.26469928
Kepler-1017 b,Transit,4.62,1.99,140.06376,,7.2340047,0.0702,0.58624985,1.1666372,0.26465156
HD 81040 b,Radial Velocity,2151.0627,12.7,0.25516498,,1005.9885,2.2963875,1.0501272,13.336615,0.26464856
K2-37 d,Transit,7.9,2.73,27.915729,852.86593,14.09189,0.1103,0.38827475,1.0599901,0.26461987
WASP-47 e,Transit,6.77,1.808,3847.7216,431.17498,0.7895933,0.016737528,1.1454955,2.0710559,0.26455436
Kepler-687 b,Transit,12.2,3.52,15.413915,,20.50587,0.1326,0.27972536,0.98463326,0.26447906
Kepler-307 c,Transit,3.64,2.2,66.199925,,13.0729,0.1068,0.34184823,0.75206612,0.26447744
Kepler-2000 b,Transit,7.9,2.73,28.023822,,6.3831591,0.0562,0.38827475,1.0599901,0.26445684
Kepler-1202 b,Transit,8.96,2.94,22.924187,,28.685132,0.179,0.35258677,1.0366051,0.26439228
DMPP-1 e,Radial Velocity,4.13,1.86,494.20218,1204.3263,5.516,0.065259495,0.641817,1.1937796,0.26435102
Kepler-532 b,Transit,7.13,2.57,34.012533,739.8296,12.924916,0.1012,0.42003953,1.0795016,0.2643299
HD 20781 d,Radial Velocity,10.61,3.25,18.165874,1063.3022,29.158,0.16569644,0.30907601,1.004497,0.26431601
Kepler-1422 b,Transit,4.74,2.02,124.5652,761.02267,18.605194,0.1499,0.57507466,1.1616508,0.26431269
Kepler-222 d,Transit,13.2,3.69,14.172778,1261.5995,28.081912,0.18,0.26272103,0.96944059,0.26422929
Kepler-1776 b,Transit,7.33,2.612,32.336348,,35.011902,0.2124,0.41132438,1.0743793,0.26420619
Kepler-824 b,Transit,4.16,1.87,437.79885,,4.5143663,0.055,0.63616315,1.1896251,0.26420237
Kepler-529 c,Transit,4.66,2,139.37442,,12.834502,0.1075,0.5825,1.165,0.26419471
Kepler-1160 b,Transit,5.22,2.14,79.635387,,7.9703496,0.0755,0.53263436,1.1398375,0.2641944
HD 171028 b,Radial Velocity,832.7146,13.2,3.8438077,,550,1.549746,0.36205486,4.7791242,0.26418904
Kepler-1127 b,Transit,4.5,1.96,178.1765,,5.1233035,0.0556,0.59764639,1.1713869,0.26413776
HD 63433 c,Transit,6.9,2.521,36.58109,,20.543791,0.14799284,0.43065605,1.0856839,0.26413249
K2-172 c,Transit,10.4,3.206,18.782157,841.88152,29.62682,0.1828636,0.31560421,1.0118271,0.26409663
K2-352 d,Transit,5.6,2.23,62.617367,,14.871387,0.11753105,0.50497914,1.1261035,0.26409076
Kepler-1669 c,Transit,4.27,1.901,302.78218,1139.5641,1.6093201,0.0228,0.62155781,1.1815814,0.26401851
Kepler-217 c,Transit,4.08,1.85,716.50626,1387.8597,8.586004,0.089,0.64438434,1.192111,0.26400295
K2-342 b,Transit,4.78,2.03,122.96177,,11.561052,0.10037255,0.5713994,1.1599408,0.26394722
K2-117 b,Transit,4.78,2.03,123.27061,1277.8064,1.2916,0.01893402,0.5713994,1.1599408,0.26392043
K2-324 b,Transit,6.48,2.43,42.397867,,3.262,0.0331,0.45160234,1.0973937,0.26387263
WASP-132 c,Transit,37.35,1.85,770.11995,290.80345,1.011534,0.01835379,5.8989596,10.913075,0.26387166
Kepler-304 c,Transit,5.35,2.17,74.681405,,5.315946,0.054,0.52356979,1.1361464,0.26377006
Kepler-587 b,Transit,5.6,2.23,63.786108,,10.940278,0.0952,0.50497914,1.1261035,0.26371753
HD 215497 c,Radial Velocity,111.23994,13,0.2568389,504.71761,566,1.4546895,0.050632654,0.6582245,0.26368409
HD 110067 b,Transit,5.69,2.2,69.096114,929.50576,9.113678,0.0793,0.53437265,1.1756198,0.26366633
Kepler-1451 b,Transit,11.2,3.35,17.22455,828.06219,35.622233,0.2101,0.29790898,0.9979951,0.26365515
Kepler-60 c,Transit,3.85,1.9,335.44942,,8.9187,0.0835,0.56130631,1.066482,0.2636372
Kepler-1827 b,Transit,4.1,1.856,742.98014,,3.7006199,0.0455,0.64128332,1.1902218,0.2636364
Kepler-792 b,Transit,4.5,1.96,192.52455,,11.301192,0.0988,0.59764639,1.1713869,0.2635817
Kepler-633 c,Transit,5.89,2.296,55.213206,541.63233,23.783199,0.1618,0.48663086,1.1173044,0.26354992
